Name,Cellphone Number,Company Email,Site,Youtube Link,Territory Covered,Lines of Business,Manufacturers Represented,Address Line 1,Address Line 2,Locality,Administrative Area,Postal Code,Country,Contact name,Description,Industries Served,Type of Equipment,Sales After Service,Fax,Primary Email Contact,Primary Number Contact
"Rocky Mountain Adhesives, LLC",+(907) 316-6126,ld@rockymountainadhesives.com,http://www.rockymountainadhesives.com,,United States,Packaging EquipmentPackaging Materials,"Advanced Polypack, Berry, Polychem, Robopac, LK Plastics, Prime Tac, Polyair, HB Fuller, IPG, ITW Dynatec.",5150 Havana Street,Unit C,Denver,CO,80239,United States,"Ld Buron, Director","Since 1995 Rocky Mountain Adhesives has been a stocking distributor of industrial adhesives, equipment, replacement parts, and construction/flooring adhesives. Our founding was rooted in the equipment side of the adhesive industry. As our parts and equipment business blossomed, our customers naturally began to ask for the adhesives to coincide with the equipment and parts. This was a natural migration that turned Rocky Mountain Adhesives into a one-stop-shop for adhesive sales and equipment service.","Food, Mattress, Product Assembly, General Assembly, Siftproof/infestationproof, Aerospace, Petroleum, Medical, Consumer Products, Graphic Arts And Woodworking","Equipment Product Lines Include: Hot Melt Applicators And Guns, Adhesive Delivery Systems, Cold Glue Systems, Melters And Adhesive Supply Units. Packaging Supplies, Tape, Boxes, Strapping, Shrink Film, Etc",Yes,,ld@rockymountainadhesives.com,
Roditec S.A.S,+57 (1) 805-1267 and +57 (1) 705-2329,roditec@roditec.net,http://www.roditec.net,https://www.youtube.com/channel/UC3tF7MNB6u-XSoMWB5pQOjA,Colombia,Packaging Equipment,"Intralox, Columbia, Anritsu, United Barcode Systems, Paxton Products, ProMach, Ryson, Paixom, Unitech, Mc Brady Engineering, Pearson, Innova",Calle 187 # 46-55 Int 51,Tejares del Norte,Bogota,DC,,Colombia,"Andres Robledo, General Manager","RODITEC is an engineering company specialized in providing the industry with automation solutions in production process lines, meeting the needs in transfer and transport on modular belts for goods and products in manufacturing lines, container washing, scanner and X-ray detection systems, labeling technology, packaging and packing of goods.","Paper/printing, Pharmaceutical/medical, Textiles/apparel, Bakery/snack, Confection/candy, Fruit/vegetable, Meat/poultry/seafood, Crafts, Petroleum, Grain/mill/cereal","Conveyors, Bagging Systems, Cartoning, Palletizing Systems",No,,arobledo@roditec.net,+57 (315) 382-2065
"Roi Machinery & Automation, Inc.",+(919) 788-7728,kevin.saylor@roimachinery.com,http://www.roimachinery.com,https://www.youtube.com/user/ROIMachinery,United States,Packaging EquipmentAutomation Equipment & Components,Roi Machinery,"1534 Cher Drive, Building 2",,Durham,NC,27713,United States,"Kevin Saylor, President","Roi Machinery Is A Manufacturer Of Palletizing Systems And Custom Machinery. We Also Integrate 4 And 6 Axis Robots For Automated Packaging / Palletizing, Machine Tending And Other Miscellaneous Applications.",Medical,"Packaging Machinery & Equipment For Secondary/end Of Line (i.e Cartoning, Stretch Wrapping, Etc.); Conveying & Material Handling Equipment; Machinery Components, Industrial Automation",Yes,,kevin.saylor@roimachinery.com,
"Roldipak, S.A. de C.V.",+52 (81) 2261-4483,info@roldipak.com,http://www.roldipak.com,,Mexico,Packaging EquipmentProcessing Equipment,"Multiweigh, Hasia Redatron, Delfin, TotPack, Ohlson, MultiFill, Ilpra, GreifVelox,",Calle Nogales 103,Colonia El Faisan,Santiago,N.L.,67302,Mexico,Rolando Porchini,"Firm dedicated to the commercial representation of new machinery for food and beverage packaging throughout the Mexican Republic, from San Pero Garza Garcia, N.L. We talk about machinery for flexible packaging (bagging) and rigid (packaging, canning).","Food, Cosmetic And Chemical Industries","Process & Packaging Machinery, Rigid & Flexible Containers (liquid & Powder), At Medium And High Speed. Product Lines Include Multiscale-weighers & Baggers, Fillers, Cappers, Labelers, And End Of Lineequipment. Some Processing Equipment As Automatic Feed",Yes,,rporchini@roldipak.com,
Ron Teed and Associates,+(630) 462-7662,ronteed@aol.com,https://www.linkedin.com/in/ron-teed-409ab17/,,United States,Packaging Equipment,"Hamson Eng., Northstar Pkg., Alvey, Apm, Staban, Smb, Machinery And Equipment, Recon Systems,",26W 325 Menomini Drive,,Wheaton,IL,60189,United States,Ron Teed,Manufacturers' Representative for automated packaging Equipment and Systems (New and Used). Our priority is a satisfied customer. I thoroughly enjoy the day of a customer start-up on a new piece of equipment and am able to see the look of satisfaction on the faces of those who have been involved in the project. We would like to see that look on the faces of your management.,"Paper/printing, Pharmaceutical/medical, Cosmetics/toiletries, Bakery/snack, Confection/candy, Meat/poultry/seafood, Soap/household Chemical, Grain/mill/cereal, Packaging Machinery & Related Supplies/service",,Yes,+(630) 462-7669,ronteed@aol.com,+(630) 926-8489
,,,,,,,,,,,,,,,,,,,,,
Rosario Pack Srl,+54 (341) 525-3300,info@rosariopacksrl.com.ar,http://www.rosariopacksrl.com.ar,https://www.youtube.com/channel/UCU_wNPuMS4IDuPq9hOUyk8Q,Argentina,Packaging Equipment,"Sealed Air, Xutian",Av Francia 1098,,Rosario,Santa Fe,2000,Argentina,"Franco Gentili, Manager","It is a family business that started in 1986 as Cintapel SRL dedicated to the commercialization of packaging items and the manufacture of printed adhesive tapes in the city of Rosario.Gradually it expanded its distribution in the area of Greater Rosario, and now it has a branch in Mendoza, In 2014 changed name to Rosario Pack Srl.",All Industries,"Packaging machines and materials, tapes, films, straps, seals, plastic bags, cases and materials.",Yes,+54 (341) 525-3301,fgentili@rosariopacksrl.com.ar,
"Rusco Packaging, Inc.",+(800) 678-5154,info@ruscopackaging.com,http://www.ruscopackaging.com,,United States,Packaging Equipment,"Leibinger, Lantech, Signode, EAM Mosca, Fromm, Shurtape",1010 Regal Row,,Dallas,TX,75247,United States,"John Elford, Sales","Rusco Is A Full-service Distributor Providing Equipment, Supplies, Replacement Parts, And Timely Service For: Steel Strapping, Plastic Strapping, Stretchwrap, Shrink Film, Tape, Staples, Marking, Leibinger Ink Jet Coding, And Labeling Products. Also Available Are: Shrink Equipment, Shrink Tunnels, Pallet And Bundle Handling Systems, As Well As Case Erecting And Seal.",Packaging Machinery And Materials,,Yes,,jelford@ruscopackaging.com,
Rush Custom Boxes,+(213) 814-4187,sales@rushcustomboxes.com,https://www.rushcustomboxes.com/,,"United States: Alabama, Alaska, American Samoa, Arizona, Arkansas, Armed Forces (AA), Armed Forces (AE), Armed Forces (AP), California, Colorado, Connecticut, Delaware, District of Columbia, Florida, Georgia, Guam, Hawaii, Idaho, Illinois, Indiana, Iowa, Kansas, Kentucky, Louisiana, Maine, Marshall Islands, Maryland, Massachusetts, Michigan, Micronesia, Minnesota, Mississippi, Missouri, Montana, Nebraska, Nevada, New Hampshire, New Jersey, New Mexico, New York, North Carolina, North Dakota, Northern Mariana Islands, Ohio, Oklahoma, Oregon, Palau, Pennsylvania, Puerto Rico, Rhode Island, South Carolina, South Dakota, Tennessee, Texas, Utah, Vermont, Virgin Islands, Virginia, Washington, West Virginia, Wisconsin, Wyoming",Packaging EquipmentPackaging Materials,If you are looking for manufacturers represented in Custom Boxes in the USA then you should contact the best Custom Packaging company in the USA named Rush Custom Boxes. We have a top Quality Custom Printed Boxes with free shipping and free design support.,"333 S Grand Ave,",,Los Angeles,CA,90071,United States,"John Elford, Sales","Established in 2009, Rush Custom Boxes has led the way through every technological breakthrough in packaging history. The company remains on the leading edge with state-of-the-art structural design, complex seven-color printing technology, and unsurpassed hands-on service and speed that give our customers a competitive retail edge. Each job we undertake is a welcome challenge - a challenge to stretch our abilities and the boundaries of the packaging industry by Producing innovative, bold advances in structural creativity that allow our customers to realize their vision. Improving the appearance, quality, and functionality of every package we create to allow our customers to maximize brand value. Understanding and serving your company's unique needs better than the competition with the full spectrum of design and manufacturing capabilities under one roof, Rush Custom Boxes creates creative, innovative, high-quality packaging in record time.",,,Yes,,sales@rushcustomboxes.com,2138144187
Ruxi,+506 2260-2232,selladorasruxi@yahoo.com,http://www.ruxisa.com,,Costa Rica,Packaging Equipment,"Hualian, Brother, Fishbein","Condominio Brancacci, bodega 2, Lagunilla de Heredia, De Amazon",100 Oeste y 200 Norte,San Jose,San Jose,,Costa Rica,Roberto Villalobos,"Ruxi, Sa (costa Rica) We Specialize In Machines And Packaging Materials For Sealing, Packing, Filling, Rolls Of Shrink Plastic, Vacuum Packaging, Etc. We Have Semi-automatic And Automatic Packaging Equipment And Heat Tunnels For Heat Shrinking Packaging.","Fresh, Soap/household Chemical, Fruit/vegetable","Packaging Machinery & Equipment For Primary Packaging (i.e. Filling, Sealing, Etc.), Packaging Machinery & Equipment For Secondary/end Of Line (i.e Cartoning, Stretch Wrapping, Etc.), Processing Machinery & Equipment (food And/or Beverage), Printing Machinery & Equipment, Packaging Materials (films, Foils, Adhesives, Tapes, Etc.)",Yes,,robertvillalobos@yahoo.com,
S.E.E. Sistemas Ind. e Com. Ltda,+55 (11)3623-6500,vendas@seesistemas.com.br,http://www.seesistemas.com.br,https://www.youtube.com/user/seesistemas,,Packaging EquipmentSystems Integrator,"An Itw Company: Hartness, Hytrol, Ryson","Avenida Forte do Leme, 195",Parque Sao Lorenco,São Paulo,SP,08340-010,Brazil,"Esaú Manzano, Commercial Manager","Hartness | SEE Sistemas develops and integrates solutions for material handling and packaging, offering advantages for increasing productivity and profitability in end-of-line processes, machine integration and productivity of companies from various segments.Our experience and continuous development of new technologies allow us to create appropriate solutions to the needs of each client.",,,Yes,,vendas@seesistemas.com.br,
"S&R Robot Systems, LLC",+(972) 271-5203,info@robotsystemsllc.com,http://www.robotsystemsllc.com,https://www.youtube.com/user/SRRobotSystems,United States,Packaging EquipmentAutomation Equipment & Components,"Kuka Robotics, Kawasaki Robotics, Yaskawa Motoman Inc, Allen Bradley, Siemens, Dorner Conveyors, Red Lion Controls, Banner Electronics, Schneider Electric, Dx Electric",1401 Summit Avenue,,Plano,TX,75074,United States,"Jason Reagan, General Manager","Supplier Of Automation Technology Such As Articulating Arm Robots, Conveyor Systems, Vision Systems, Plc’s And Operator Interfaces.",Robotics And Automation Technologies,Solution's For The Following Applications: Palletization – Automation Of Palatalizing Various Types Of Products In Various Markets. De-palletization – Automating The Process Of Removing Products From A Pallet. Case Packing – Automation Of Packing Products In Various Containers Across Multiple Markets. Pick-n-place – Automate The Precise Placement Of Various Products From Point A To Point. Material Handling – The Process Of Automating The Movement Of Material Though Conveyor Systems. Industrial Automation - Utilizing Plc Based Controls Integrated With Touch Screen Displays (hmi’s) To Automate Industrial And Process Machinery.,Yes,,j.reagan@robotsystemsllc.com,
Saberpack Sistemas de Embalagem Ltda.,+55 (11) 3062-7631,contato@saberpack.com.br,http://www.saberpack.com.br,https://www.youtube.com/user/saberpackembalagem,Brazil,Packaging EquipmentPackaging MaterialsSystems IntegratorProcessing Equipment,"Ilpra (italy), Pakona (india); PLEXPACK( Canada)","Estrada da Aldeinha, 1488 – Bairro: Jardim Marilú",,Carapicuíba,SP,06343-040,Brazil,"Cesar Saber, Owner","Saberpack, as a company that supplies packaging and equipment for the industry, was made possible through the experience acquired by the young Food Engineer, César Saber - when he recently graduated, he began his professional activities specializing in sales and development of packaging for the food, chemical and cosmetics industries. For more than a decade acting in this activity, he consolidated the experience that allowed him to expand his knowledge to the formation of the concept ""Packaging Systems"", thus beginning a new stage, starting to offer the Brazilian market machines and filling equipment manufactured by the Italian Ilpra, along with their respective packaging.",,,Yes,,cesar@saberpack.com.br,
Sacotex Argentina S.R.L.,+54 (11) 3982- 1987,ventas@sacotex.com.ar,http://www.sacotex.com.ar,,Argentina,Packaging Equipment,"Yao Han, Fischbein Company, Siruba-",Balbastro 527,,Bs As,Buenos Aires,,Argentina,"Flavia Patlayan, Manager","We are an Argentine company with more than 70 years of experience dedicated to the design and construction of automatic and semi-automatic systems and yarns for sewing and assembly of bags. We focus our efforts on providing such equipment, supplies and services to companies dedicated to agricultural and industrial production, allowing the optimization of the fractioning and packaging machinery.","Consumer/Commercial Durables, Plumbing, Industrial, Confection/Candy",Manual Bag Sewing Machinery,Yes,+54 (11) 4921-9008,ventas@sacotex.com.ar,
Safte Food Ingredients SA de CV,+52 (81) 1334-0777,info@safte.com.mx,https://www.globalstd.com/clientes/safte-food-ingredients-s-a-de-c-v/?msclkid=9…,,Mexico,Packaging EquipmentProcessing Equipment,"ILPRA of Italia , GS ITALIA",Av. Del Altillo # 220 Bod 12,Parque Industrial San Miguel,Guadalupe,N.L.,67115,Mexico,"Jesus Nunez Espinoza, Managing Director","Managing Director at Safte F.I., S.A. de C.V.New packaging applications developer. Food packaging specialist. Shrink packaging and Modified Atmosphere Packaging specialist","Pharmaceutical/medical, fruit/vegetable, Crafts, Press (non-editorial), Fresh","L Sealers, Wrapping Machines.",Yes,+52 (81) 1351-9113,jesus.nunez@safte.com.mx,
Sag Sistemas de Empaque SA d e CV,+52 (55) 5830-2928,ventas@grupo-mar.com,http://www.grupo-mar.com,,Mexico,Packaging Equipment,"Novedades Montecarlo, Irasa, Dhl",Joaquin Beltran No75,Granjas Valle de Guadalupe,Ecatepec,Méx.,55270,Mexico,Sergio Mar,"Company dedicated to the distribution of materials and specialized machinery for packaging. We have L-Sealers, Shrink Tunnels, Curtain Sealers, Bell Sealers and Shrink Sealers.","Pharmaceutical/medical, Fresh, Toys/sports, Packaging Machinery & Related Supplies/service","Selears, Tunnels",Yes,,smar@grupo-mar.com,
Saintpack,+52 (55) 5361-1589,contacto@saintpack.com,http://www.saintpack.com,,Mexico,Packaging EquipmentPackaging Materials,"Smipack, Robopac,",Chiapas 11,Col. Jacarandas,CDMX,CDMX,05109,Mexico,Horacio Santos,Saintpack supplies packaging machinery and materials for a variety of industries.,Packaging Machinery And Materials,"Packaging Material And Some Packaging Machinery- Equipment Product Lines Include: Palletizers, Wrapping Equipment, Shrink Tunnels, Strapping Equipment And Hand Tools.",Yes,+52 (55) 5365-5732,contacto@saintpack.com,
saith leather industry,+92 (31) 2831-3245,info@saithleather.com,http://www.saithleather.com,,Pakistan,Packaging EquipmentPackaging MaterialsSystems IntegratorProcessing EquipmentAutomation Equipment & Components,leather gloves,Pacca Garha Kashmir Road,,Sialkot,,51310,Pakistan,"saith mehboob, saith",manufacturer of safety leather gloves and accessories,,,No,,mehboob@saithleather.com,+923128313245
Sal-Tech Easy Packaging,+45 7027-2220,support@sal-tech.com,http://www.sal-tech.com,https://www.youtube.com/channel/UC20NgD3MgX7Mm04_VJNkPtg,Denmark,Packaging EquipmentProcessing Equipment,"Felins Inc, Mercier Corporation, Transpack, Sfere Emballage","Eggebaekvej 10, Kravlund",,Tinglev,,6360,Denmark,"Gunnar Salbaek, Owner","Sal-Tech Easy Packaging offers a wide range of solutions for simple and reliable packaging of your products. If it is a standard or a special solution that’s needed for your assignment, we have a creative input to solve your needs, securing you an up to date packaging application.","Hardware/tools, Paper/printing, Pharmaceutical/medical, Cosmetics/toiletries, Confection/candy, Press (non-editorial), Furniture/fixtures, Toys/sports","Banding Machines, Strapping Machines, Tying Machines, Wrapping Machines, Sealers, Shrink Wrap Machines",Yes,+45 7027-2230,,+45 2260-3940
Samalpa Cia. Ltda.,+(593 2)226-4093,xsamaniego@samalpa.com,https://www.samalpa.com,,Ecuador,Packaging EquipmentProcessing Equipment,"Cleveland, American Fanel, True, Vollrath, Lincoln Wearever, Hatco, Bunn O Matic, Fetco, Maxi Companies, Merco & Savory, Oneida,imperial, Delefield, Middley Marshall, Trinox, Eagor, Grupo Caccia, Dito Sama, Robot Coupe",Isla Santa Fé N41-112 E Isla Floreana,,Quito,,170137,Ecuador,"Xavier Samaniego, General Manager","The Company is dedicated to Design, Service and Trade, import of industrial kitchen and laundry equipment. Advice on the acquisition of equipment and design of the place where they will be placed the items purchased and likewise the installation and operation of the same.",Food Industry,"Food Service Equipment O.s.&e., Mixtures Forniture & Equipment, Food Equipment & Refrigeration, Displays Bakery, Pastry, Bread Dairy And Poultry, Convenience Stores",Yes,,xsamaniego@samalpa.com,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Schokoma GmbH Maschinenhandel,+49 (21 56) 49 66-0,info@schokoma.de,http://www.schokoma.com/de/index.php,,BelgiumFranceGermanyItalyNetherlandsSpainSwitzerlandUnited Kingdom,Processing Equipment,"Intercol, Betec, Lareka, Kampert, Dedy, Kremers, MCM, ACMA GD,",Niersweg 84,,Willich-Neersen,,47877,Germany,"Alexander Sohn, Technical expert in Sweets","Well-known manufacturers of confectionery and bakery products worldwide trust Schokoma GmbH and testify to the consistency and competence of our company. Schokoma has 25 years of experience representing manufacturers in the confectionary and bakery industry. Services include the sale and assembly of new and used equipment, as well as after-sale services.",,"filling, weighing and process machinery",Yes,,alexander.sohn@schokoma.de,
Schuilenburg,+32 52 499 070,info@schuilenburg.com,http://www.schuilenburg.com,https://www.youtube.com/user/REAJET,Belgium,Packaging Equipment,"Mahlkönig, Probat, Ica, Dalla Corte, Ditting",Vriesenrot 7,,Dendermonde,,9200,Belgium,"Jan Adriaens, Owner","Schuilenburg Industrie installs and maintains single units or complete lines. Process techniques in all sectors for solid processing, vertical transport, labelling and packaging. Coffee, chocolate and cocoa plants are built from A to Z. Customization is our strong point.","Food industry: coffee, chocolate and cacao, Packaging Machinery & Related Supplies/service, Processing Machinery & Related Supplies/service",Machines For The Coffee Sector,Yes,,veerle.dehandschutter@schuilenburg.com,
Schur,+55 (11) 4196-6666,contato@schur.com.br,http://www.schur.com.br,,Brazil,Packaging EquipmentProcessing Equipment,"Cvp Systems, Egli, Florigo, Key Technology, Leonhardt, Marlen International, Ossid, Premium Pack, Stephan, Supervac, Unikon, Urschel, Provisur,","Alameda Amazonas, 202",Alphaville,Barueri,SP,06454-070,Brazil,"Roberto Schur, Director-Owner","Founded In 1946, Schur Supplies Complete Food Processing And Packaging Lines. Also, Sells Packaging Materials Such As Shrinkable Plastic Casing For Sausages, Bag-in To Cook Hams, Based Hams And Hams, Bags And Multilayer Films For Vacuum Packaging And For Modified Atmosphere Packaging",,,Yes,,roberto@schur.com.br,
Sd Industrial,+52 (81) 8100-9100,info@sdindustrial.com.mx,http://www.sdindustrial.com.mx,https://www.youtube.com/user/SoporteDinamico,Mexico,Packaging EquipmentAutomation Equipment & Components,"Wexxar, Orion, Douglas, Southworth, Dorner, Pacline, Omni Metalcraft, Unex Manufacturing",Zona Poniente No 510,Chapultepec,San Nicolas De Los Garza,N.L.,66450,Mexico,David Dieck,"Grupo SDI is a Mexican company committed to the demands of the industry. Suppliers of diverse products and high performance solutions, divided in 2 specialized areas: Automation and control and Conveyors and material handling.We have extensive experience, being suppliers of a wide range of specialized products in industrial automation through alliances with international manufacturers. Our products are used to improve control processes through a simple and reliable service model seeking to achieve the same goal: to provide solutions.","Fish And Seafood, Cheese And Dairy","Conveyors & Material Handling, Packaging & Strapling",Yes,,ddieck@sdindustrial.com.mx,
,,,,,,,,,,,,,,,,,,,,,
Seamco N.V.,+32 3 475 0660,info@seamco.be,http://www.seamco.be,https://www.youtube.com/user/Seamco1,Belgium,Packaging EquipmentProcessing Equipment,"PACE,TMG, Ronchi, Packlab, Pe Labellers, Dimac, Twinpack",Geelseweg 7,,Herentals,,2200,Belgium,"Yves Van Bavel, Managing Director","Whether you produce detergents, beauty products, healthcare products, drinks, yoghurt, oil or chemicals; eventually you have to fill, cap, label and package your bottles.","Food industry; Fluids, Packaging Machinery & Related Supplies/service","Packaging Machinery & Related Supplies/service, Processing Machinery & Related Supplies/service",Yes,,vincent.deboeck@seamco.be,
"Securall Fastenings, Ltd.",+353 (1) 295-4680,info@securallfastenings.ie,http://www.securallfastenings.ie,,Ireland,Packaging Equipment,"Kuka, Paslode, Stanley, TJEP, Timco, Stanley Bostitch, Everwin, Tacwise, Perebena, Quick Drive, Faco, Dewalt, Max, Cadex, Paslode","T34 Rowan Avenue, Stillorgan Industrial Park, Stillorgan",,Co Dublin,,,Ireland,"David W. Byrne, Managing Director","We have many automation fastening tooling systems available such as robotic nailing, stapling and screw machines to suit your needs.Our bespoke automated fastening and fixings solutions can be tailored to your company’s requirements.We can also integrate automation collation tools to existing production lines with our in house bespoke engineering robotics team.","Cosmetics/toiletries, Confection/candy, Furniture/fixtures","Fastening Equip, Strapping Equipment, Nailers/staplers",Yes,353129 -54681,,+353 (86) 255-4795
"Sekira Verpackungstechnik, Gmbh",+43 (6219) 204-150,office@verpacken-mit-plan.at,http://www.verpacken-mit-plan.at,,Austria,Packaging Equipment,"L.C.R. Macchine Automatiche s.r.l., Adamus S.A., Bonfiglioli Engineering Srl., Audion Elektro GmbH, Grandi R. S.r.l., Zappe Verpackungsmaschinen GmbH, Mad Automation S.r.l.",SchÖnstraß 6,,Obertrum,,5162,Austria,"Wolfgang Sekira, Managing Partner",Engineering. In the beginning there are some ideas that have to be organized ...We are working as a team. Our special skills are interlinked with other experts. We are designing tailormade concepts for your packaging requirements.,Packaging Machinery & Related Supplies/service,"We Supply European High-end Packaging Equipment And Robotics For Following Branches:food, Non-food, Pharma Goods.",Yes,+43 (6219 ) 2041-515,,
Select Equip,+61 (3) 9720-6333,sales@selectequip.com.au,http://www.selectequip.com.au,,Australia,Packaging Equipment,"G Mondini, Marco, Keymac, Bilwinco, Lafer Packaging, LN. GKS, Tavil",7 Gatwick Road,,Bayswater North,VIC,3153,Australia,"James White, Project Manager","We’re a team committed to collaborating on ‘how to best optimise your operations’, with premium, innovative and flexible packaging systems for today’s needs with a focus on where you want to be in the future, making us your dedicated packaging equipment partner.","Packaging Machinery & Related Supplies/service, Processing Machinery & Related Supplies/service","Australian Company, Select Equip, Is The Exclusive Distributor For Internationally-renowned Manufacturers Of Bulk Materials Handling And Consumer Packaging Equipment.",Yes,,,
,,,,,,,,,,,,,,,,,,,,,
Selpak Automation,+61 (2) 9585-8811,sydney@selpak.com.au,http://www.selpak.com.au,,AustraliaNew Zealand,Packaging EquipmentProcessing Equipment,"Bühler, Cavanna, IMA, Pamasol, qipack, Rommelag, Schubert, Theegarten-Pactec, Yamato","7 Gatwick Rd, Bayswater North VIC",,Bayswater,NT,3153,Australia,"Shane Sipthorp, Owner","Selpak is amongst the largest agents of premium packaging and processing equipment in Australia New Zealand, distributing to industries including food, beverage, pharmaceutical, confectionary and cosmetics. A leader in the industry for over forty years, Selpak supplies equipment that establishes the highest benchmarks in quality and innovation.",,"Moulding plants, flow wrapping, grinding, roasting, aseptic filling, extruders, cookers, coolers, depositors, tablet press, mixers, laminators, wallet machines, carton sleeving",Yes,+61 (2) 9585-8866,shane@selpak.com.au,
Sen Jin Sdn Bhd,+60 (3) 7782-8803,enquiry@senjin.com,http://www.senjin.com,,Malaysia,Packaging Equipment,"Meypack, Ima S.p.a., Universal Pack, Bossar, Alexanderwerk , Cavanna, Pharmagel, Bonfiglioli Engineering, Adamus HT, Austar, Zacmi, Ima Coffe, IMA","No.21, Jln Pjs 5/26",,Petaling Jaya,Selangor,46150,Malaysia,Y.h. Lau,"Today, we distribute products of world renowned standard. The proven reliability and quality of our products coupled with our reputation for integrity, skill and efficiency has secured the trust and confidence of our customers, these includes some of the most prestigious name in their respective industries as well as in the government and statutory bodies.","Pharmaceutical/medical, Cosmetics/toiletries, Bakery/snack, Confection/candy, Meat/poultry/seafood, Petroleum, Soap/household Chemical, Grain/mill/cereal","Liquid/powder Fillers, Labelling Machines, Tablet Press, Capsule Fillers, Blisterpack Machine, Cartoner, Wrap Around Case Line Packers, Softgel Plant, Small Volume Injectable Lines, Metal Detectors.",Yes,+60 (3) 7783-5170,,6019 -3155481
SERVIFLEX ARCO INTERNACIONAL S.A.S.,+57 (4) 586-0290,info@serviflexarco.com,http://www.serviflexarco.com,,ColombiaEcuadorPeru,Packaging EquipmentPackaging MaterialsProcessing Equipment,"Enercon, Industries, Thwing Albert Instrument, Co., Hycorr Corp. - Kolbus, , Norcross Corp. - Saint Claire, E, Powerwise Ink Pumps, 2Lift, Edale Ltd., Cheshire Anilox Tech, K. Laser , SDI, Colordyne Tech..",Calle 72 Nro. 91C-46. Int. 202. Blq. C-04.,Claro de Robledales. Robledo. MDE050041.,Medellin,ANT,050041,Colombia,"Edgar Alberto Acevedo Arango, Innovation, Projects & R+D Manager.","SERVIFLEX ARCO representing international companies and manufactures of Machinery, Ancillary and Special Equipment, Raw Materials, Consumables, Accesories and Peripherical for Flexography (Flexible Packaging, Labels and Corrugated), Conversion and Graphic Arts.Our company offers to customers the special service of Anilox Roll/Sleeves Depth Cleaning by Dry Soda Blasting like outsourcing.We are experts in Flexography and Conversion.Our company attends Colombia, Peru and Ecuador Markets with customers in all Latin America.Please, contact us by WhatsApp, Instagram, Youtube, Facebook, LinkedIn, Twitter and another social networks.Our contacts are:- +57 4 586 02 90 / +57 317 452 23 26 / +57 317 510 38 60-[email protected]- Skype: serviflexarco.We will be happy to attend and serve you!!","Flexography, Gravure, Off Set, Labels, Corrugated, Flexible Packaging, Tissue, Graphic Arts, Conversion, etc.","Machinery: Printing Press, Equipment: Corona Treaters, Viscosimeters, Anilox, Sleeves, Flexible Dies, Anilox Cleaning Equipment, Stroboscopic Lights, Labels applicators, Lab & Quality Equipment, etc.",Yes,,info@serviflexarco.com,+57 (317) 452-2326
Shamrock Specialty Packaging,+(847) 836-1115,info@shamrockpackaging.com,http://www.shamrockpackaging.com,,United States,Packaging EquipmentPackaging MaterialsSystems Integrator,"Sharp Packaging, Wexxar/bel, Orion Packaging, ,",2760 Spectrum Drive,,Elgin,IL,60124,United States,"Jim Owens, President and Chief Finnancial Officer","SPG is a world-class, ISO-9001 approved manufacturer of custom corrugated containers and custom interior and unitization packaging. We have experience serving the market in Mexico through our El Paso, TX plant. Our manufacturing capability offers many advantages: flexible ordering, favorable pricing and greater supply chain control, to mention a few of the most important. Whether your needs are large or small, our versatile operation can handle them.",,,Yes,+(847) 836-5511,jowens@shamrockpackaging.com,
"Shanghai dehao electronics Co., Ltd.",+ (58)2118-0147,sandylu@dehao.com,http://www.dehao.com,,China,Packaging EquipmentPackaging MaterialsSystems IntegratorProcessing EquipmentAutomation Equipment & Components,"Bosch, Simmens, ABB, SPX,SMC, Flextronic","D1 Block, NO.479, Chundong RD,",Industrial Zone,Minhang Qu,Shanghai Shi,201108,China,Sandy Miss Lu,"DEHAO provides packaging solutions for customers from outer box design, to cushioning materials, as well as automated packaging, warehouse ERP barcode management system, etc., from the customer's point of view, to help customers achieve reduced labor costs and reduce product transportation losses, thereby increasing customer satisfaction.",,,Yes,,sandylu@dehao.com,+158 2118-0147
"Shanghai Dikai Codingindustry Co., Ltd.",+86 (182) 9807-9256,wlwang@dkcoding.net,https://www.dikaicoding.com/,https://www.youtube.com/channel/UCyuSyteHzuw5gC3xroh5dOw?view_as=subscriber,Macao SAR China,Packaging Equipment,DIKAI,"Building No.1, SCI-TECH ONE, No. 489 Wenchuan Road,","Baoshan District,",Yangpu Qu,Shanghai Shi,201906,China,"Amy Wang, Sales Manger","Founded in Shanghai in 1995, DIKAI group has dedicated itself to the innovation, development,manufacturing and sales of qualified coding machines and consumables. Currently, main products of Dikai include TTO (Thermal Transfer Overprinter), Ink Roll Coding Machine, Hot Stamp Coder, Carton Coding Machine as well as consumables like Ink Roll and Ribbon. All these products are widely applied to industries of food, paper making, medicine, seed, medical equipment, cosmetics, wood, biology, etc.","Pharmaceutical/medical, Cosmetics/toiletries, Bakery/snack, Confection/candy, Soap/household Chemical","Thermal Transfer Date Printer, Ink Roll Coder, Hot Stamp Coder, Case & Carton Coder, Thermal Transfer Ribbon, Hot Ink Roll, Hot Stamping Foil, Rubber/ Brass/ Steel Types.",Yes,+86 (178) 5600-5867,wlwang@dkcoding.net,
